1,1
1.0028,1
1.0056,1
1.0084,1
1.0112,1
1.014,1
1.0168,1
1.0196,1
1.0224,1
1.0252,1
1.028,1
1.0308,1
1.0336,1
1.0364,1
1.0392,1
1.042,1
1.0448,1
1.0476,1
1.0504,1
1.0532,1
1.056,1
1.0588,1
1.0616,1
1.0644,1
1.0672,1
1.07,1
1.0728,1
1.0756,1
1.0784,1
1.0812,1
1.084,1
1.0868,1
1.0896,1
1.0924,1
1.0952,1
1.098,1
1.1008,1
1.1036,1
1.1064,1
1.1092,1
1.112,1
1.1148,1
1.1176,1
1.1204,1
1.1232,1
1.126,1
1.1288,1
1.1316,1
1.1344,1
1.1372,1
1.14,1
1.1428,1
1.1456,1
1.1484,1
1.1512,1
1.154,1
1.1568,1
1.1596,1
1.1624,1
1.1652,1
1.168,1
1.1708,1
1.1736,1
1.1764,1
1.1792,1
1.182,1
1.1848,1
1.1876,1
1.1904,1
1.1932,1
1.196,1
1.1988,1
1.2016,1
1.2044,1
1.2072,1
1.21,1
1.2128,1
1.2156,1
1.2184,1
1.2212,1
1.224,1
1.2268,1
1.2296,1
1.2324,1
1.2352,1
1.238,1
1.2408,1
1.2436,1
1.2464,1
1.2492,1
1.252,1
1.2548,1
1.2576,1
1.2604,1
1.2632,1
1.266,1
1.2688,1
1.2716,1
1.2744,1
1.2772,1
1.28,1
1.2828,1
1.2856,1
1.2884,1
1.2912,1
1.294,1
1.2968,1
1.2996,1
1.3024,1
1.3052,1
1.308,1
1.3108,1
1.3136,1
1.3164,1
1.3192,1
1.322,1
1.3248,1
1.3276,1
1.3304,1
1.3332,1
1.336,1
1.3388,1
1.3416,1
1.3444,1
1.3472,1
1.35,1
1.3528,1
1.3556,1
1.3584,1
1.3612,1
1.364,1
1.3668,1
1.3696,1
1.3724,1
1.3752,1
1.378,1
1.3808,1
1.3836,1
1.3864,1
1.3892,1
1.392,1
1.3948,1
1.3976,1
1.4004,1
1.4032,1
1.406,1
1.4088,1
1.4116,1
1.4144,1
1.4172,1
1.42,1
1.4228,1
1.4256,1
1.4284,1
1.4312,1
1.434,1
1.4368,1
1.4396,1
1.4424,1
1.4452,1
1.448,1
1.4508,1
1.4536,1
1.4564,1
1.4592,1
1.462,1
1.4648,1
1.4676,1
1.4704,1
1.4732,1
1.476,1
1.4788,1
1.4816,1
1.4844,1
1.4872,1
1.49,1
1.4928,1
1.4956,1
1.4984,1
1.5012,1
1.504,1
1.5068,1
1.5096,1
1.5124,1
1.5152,1
1.518,1
1.5208,1
1.5236,1
1.5264,1
1.5292,1
1.532,1
1.5348,1
1.5376,1
1.5404,1
1.5432,1
1.546,1
1.5488,1
1.5516,1
1.5544,1
1.5572,1
1.56,1
1.5628,1
1.5656,1
1.5684,1
1.5712,1
1.574,1
1.5768,1
1.5796,1
1.5824,1
1.5852,1
1.588,1
1.5908,1
1.5936,1
1.5964,1
1.5992,1
1.602,1
1.6048,1
1.6076,1
1.6104,1
1.6132,1
1.616,1
1.6188,1
1.6216,1
1.6244,1
1.6272,1
1.63,1
1.6328,1
1.6356,1
1.6384,1
1.6412,1
1.644,1
1.6468,1
1.6496,1
1.6524,1
1.6552,1
1.658,1
1.6608,1
1.6636,1
1.6664,1
1.6692,1
1.672,1
1.6748,1
1.6776,1
1.6804,1
1.6832,1
1.686,1
1.6888,1
1.6916,1
1.6944,1
1.6972,1
1.7,1
1.7028,1
1.7056,1
1.7084,1
1.7112,1
1.714,1
1.7168,1
1.7196,1
1.7224,1
1.7252,1
1.728,1
1.7308,1
1.7336,1
1.7364,1
1.7392,1
1.742,1
1.7448,1
1.7476,1
1.7504,1
1.7532,1
1.756,1
1.7588,1
1.7616,1
1.7644,1
1.7672,1
1.77,1
1.7728,1
1.7756,1
1.7784,1
1.7812,1
1.784,1
1.7868,1
1.7896,1
1.7924,1
1.7952,1
1.798,1
1.8008,1
1.8036,1
1.8064,1
1.8092,1
1.812,1
1.8148,1
1.8176,1
1.8204,1
1.8232,1
1.826,1
1.8288,1
1.8316,1
1.8344,1
1.8372,1
1.84,1
1.8428,1
1.8456,1
1.8484,1
1.8512,1
1.854,1
1.8568,1
1.8596,1
1.8624,1
1.8652,1
1.868,1
1.8708,1
1.8736,1
1.8764,1
1.8792,1
1.882,1
1.8848,1
1.8876,1
1.8904,1
1.8932,1
1.896,1
1.8988,1
1.9016,1
1.9044,1
1.9072,1
1.91,1
1.9128,1
1.9156,1
1.9184,1
1.9212,1
1.924,1
1.9268,1
1.9296,1
1.9324,1
1.9352,1
1.938,1
1.9408,1
1.9436,1
1.9464,1
1.9492,1
1.952,1
1.9548,1
1.9576,1
1.9604,1
1.9632,1
1.966,1
1.9688,1
1.9716,1
1.9744,1
1.9772,1
1.98,1
1.9828,1
1.9856,1
1.9884,1
1.9912,1
1.994,1
1.9968,1
1.9996,256
2.0024,2
2.0052,2
2.008,2
2.0108,2
2.0136,2
2.0164,2
2.0192,2
2.022,2
2.0248,2
2.0276,2
2.0304,2
2.0332,2
2.036,2
2.0388,2
2.0416,2
2.0444,2
2.0472,2
2.05,2
2.0528,2
2.0556,2
2.0584,2
2.0612,2
2.064,2
2.0668,2
2.0696,2
2.0724,2
2.0752,2
2.078,2
2.0808,2
2.0836,2
2.0864,2
2.0892,2
2.092,2
2.0948,2
2.0976,2
2.1004,2
2.1032,2
2.106,2
2.1088,2
2.1116,2
2.1144,2
2.1172,2
2.12,2
2.1228,2
2.1256,2
2.1284,2
2.1312,2
2.134,2
2.1368,2
2.1396,2
2.1424,2
2.1452,2
2.148,2
2.1508,2
2.1536,2
2.1564,2
2.1592,2
2.162,2
2.1648,2
2.1676,2
2.1704,2
2.1732,2
2.176,2
2.1788,2
2.1816,2
2.1844,2
2.1872,2
2.19,2
2.1928,2
2.1956,2
2.1984,2
2.2012,2
2.204,2
2.2068,2
2.2096,2
2.2124,2
2.2152,2
2.218,2
2.2208,2
2.2236,2
2.2264,2
2.2292,2
2.232,2
2.2348,2
2.2376,2
2.2404,2
2.2432,2
2.246,2
2.2488,2
2.2516,2
2.2544,2
2.2572,2
2.26,2
2.2628,2
2.2656,2
2.2684,2
2.2712,2
2.274,2
2.2768,2
2.2796,2
2.2824,2
2.2852,2
2.288,2
2.2908,2
2.2936,2
2.2964,2
2.2992,2
2.302,2
2.3048,2
2.3076,2
2.3104,2
2.3132,2
2.316,2
2.3188,2
2.3216,2
2.3244,2
2.3272,2
2.33,2
2.3328,2
2.3356,2
2.3384,2
2.3412,2
2.344,2
2.3468,2
2.3496,2
2.3524,2
2.3552,2
2.358,2
2.3608,2
2.3636,2
2.3664,2
2.3692,2
2.372,2
2.3748,2
2.3776,2
2.3804,2
2.3832,2
2.386,2
2.3888,2
2.3916,2
2.3944,2
2.3972,2
2.4,2
2.4028,2
2.4056,2
2.4084,2
2.4112,2
2.414,2
2.4168,2
2.4196,2
2.4224,2
2.4252,2
2.428,2
2.4308,2
2.4336,2
2.4364,2
2.4392,2
2.442,2
2.4448,2
2.4476,2
2.4504,2
2.4532,2
2.456,2
2.4588,2
2.4616,2
2.4644,2
2.4672,2
2.47,2
2.4728,2
2.4756,2
2.4784,2
2.4812,2
2.484,2
2.4868,2
2.4896,2
2.4924,2
2.4952,2
2.498,2
2.5008,2
2.5036,2
2.5064,2
2.5092,2
2.512,2
2.5148,2
2.5176,2
2.5204,2
2.5232,2
2.526,2
2.5288,2
2.5316,2
2.5344,2
2.5372,2
2.54,2
2.5428,2
2.5456,2
2.5484,2
2.5512,2
2.554,2
2.5568,2
2.5596,2
2.5624,2
2.5652,2
2.568,2
2.5708,2
2.5736,2
2.5764,2
2.5792,2
2.582,2
2.5848,2
2.5876,2
2.5904,2
2.5932,2
2.596,2
2.5988,2
2.6016,2
2.6044,2
2.6072,2
2.61,2
2.6128,2
2.6156,2
2.6184,2
2.6212,2
2.624,2
2.6268,2
2.6296,2
2.6324,2
2.6352,2
2.638,2
2.6408,2
2.6436,2
2.6464,2
2.6492,2
2.652,2
2.6548,2
2.6576,2
2.6604,2
2.6632,2
2.666,2
2.6688,2
2.6716,2
2.6744,2
2.6772,2
2.68,2
2.6828,2
2.6856,2
2.6884,2
2.6912,2
2.694,2
2.6968,2
2.6996,2
2.7024,2
2.7052,2
